Id,Label,Component ID,Degré Entrant,Degré Sortant,Degré,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,PageRank,Eigenvector Centrality
3845,quality assurance inspector,0,7,13,20,195.0,68.0,127.0,11.0,4.73476222371065,5256.841334612076,10,1.5234516289226494E-4,0.0
3846,quality assurance supervisor,0,4,15,19,254.0,70.0,184.0,11.0,4.797052913596785,1425.036177476241,10,1.179379370828564E-4,0.0
3847,quality control technician,0,5,14,19,175.0,54.0,121.0,11.0,4.801071667782987,952.6647601588588,10,1.2178794704306514E-4,0.0
3848,quality inspector,0,3,12,15,248.0,53.0,195.0,12.0,4.56355455568054,384.960204179338,10,5.517269337167947E-4,0.0025192154296569866
3849,corporate,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3850,senior corporate,854,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3851,senior corporate and securities paralegal,855,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3852,general counsel and secretary,856,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3853,corporate paralegal consultant,857,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3854,paralegal in,858,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3855,communications manager,0,4,15,19,349.0,60.0,289.0,11.0,4.532438478747204,139.4092177379453,3,5.183638843503966E-4,0.00260755184828454
3856,patent examiner,859,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3857,immigration specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3858,of counsel attorney,860,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3859,document translation coordinator,861,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3860,immigration,862,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3861,judicial law clerk and courtroom deputy,863,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3862,summer legal assistant,864,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3863,assistant chairperson,865,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3864,business,0,0,15,15,329.0,0.0,329.0,11.0,4.546067415730337,0.0,0,4.3591979192571516E-4,0.0
3865,electrical engineers,866,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3866,freelance journalist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3867,media relations specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3868,senior marketing specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3869,sports writer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3870,assistant to the director,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3871,editorial contributor,867,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3872,play by play announcer,868,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3873,senior event manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3874,market manager,0,1,15,16,336.0,10.0,326.0,11.0,4.878651685393258,31.240715745607044,3,4.4764198801841007E-4,5.902629791171001E-4
3875,account executive intern,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3876,finance intern,0,1,15,16,294.0,39.0,255.0,11.0,4.515185601799775,1075.2990076730498,6,4.5752778109595506E-4,6.694339431095875E-4
3877,co president,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3878,director of communications,0,3,14,17,216.0,32.0,184.0,11.0,4.6297539149888145,61.51125065229492,1,4.7619221592670264E-4,0.0019487832959914706
3879,associate manager,0,1,15,16,609.0,10.0,599.0,11.0,4.426321709786277,35.637044144359486,8,4.421022623939354E-4,7.387694271079071E-4
3880,press secretary,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3881,public relations associate,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3882,abap developer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3883,c,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3884,fhs web applicationdeveloper,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3885,senior dotnet developer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3886,oracle clinical consultant,869,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3887,admin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3888,associate projects,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3889,role,0,1,14,15,115.0,9.0,106.0,11.0,5.15405224380442,560.3128847022847,0,8.753791389131409E-5,0.0
3890,qa test lead,0,1,11,12,184.0,9.0,175.0,12.0,4.719910011248594,155.53171653420213,10,4.5160011064193715E-4,8.838695142488616E-4
3891,accenture,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3892,lead test analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3893,project roledeveloper,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3894,phase ii,870,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3895,prophit migration,871,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3896,tools and technologieslotus notes designer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3897,audit recommendations,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3898,document managementtools and technologies,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3899,online questionnaire,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3900,product development activity,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3901,spry resources,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3902,sap consultant,0,2,8,10,148.0,21.0,127.0,12.0,4.760358342665174,291.10092187976727,0,5.040948323538875E-4,0.0013579497209308023
3903,sap pp consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3904,senior pp,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3905,sap mm,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3906,erp lead consultant,872,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3907,role sap pp,873,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3908,erp baan analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3909,associate sap pp consultant,874,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3910,sap pp pi,875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3911,fico consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3912,sap trainer consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3913,sap fi consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3914,sap fico consultant,0,1,6,7,86.0,15.0,71.0,11.0,4.849268841394825,125.71213388925548,5,4.833723781027969E-4,7.21670499820697E-4
3915,sap edi,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3916,sap production support lead consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3917,sap trainer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3918,sap fscm blueprint consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3919,sap fscm sme blueprint consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3920,sap tm blueprint consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3921,sap tm consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3922,technical architect,0,2,12,14,564.0,53.0,511.0,12.0,4.746906636670416,13.565728367807505,0,4.676524976922663E-4,0.0013602493729207698
3923,unix system administrator,0,4,9,13,133.0,49.0,84.0,12.0,5.261888814467515,12840.107141605142,11,1.0782924377313858E-4,0.0
3924,senior principal cons,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3925,latin america controller,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3926,senior functional lead,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3927,functional analyst,0,1,14,15,173.0,12.0,161.0,11.0,5.107166778298727,359.6670882743497,0,9.100489045163639E-5,0.0
3928,remedy architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3929,managing principal,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3930,senior remedy consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3931,delivery architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3932,senior oracle functional consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3933,data warehouse analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3934,oracle applications administrator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3935,oracle business analyst,876,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3936,oracle functional analyst,877,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3937,oracle pp functional analyst,878,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3938,oracle purchasing consultant,879,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3939,lead financials functional consultant,880,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3940,senior oracle financial functional analyst,881,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3941,oracle financial functional consultant,882,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3942,chief information officer,0,2,15,17,612.0,56.0,556.0,11.0,4.72103487064117,31.104331047487225,5,4.6817015853858185E-4,0.0013569734528308273
3943,director of technology,0,1,15,16,194.0,18.0,176.0,12.0,5.157401205626256,60.36128467738509,6,8.040316241970706E-5,0.0
3944,director of information technology,0,3,14,17,456.0,58.0,398.0,12.0,4.647919010123735,1240.8622213544568,5,4.7101169020660516E-4,0.00189601829231157
3945,senior oracle dba consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3946,oracle dba,0,2,8,10,221.0,30.0,191.0,12.0,5.011248593925759,361.7559330191638,0,4.8106442210519467E-4,0.001366206743524013
3947,senior testing engineer,0,2,7,9,71.0,21.0,50.0,11.0,5.069658405894173,2909.707476800684,10,8.86079062093252E-5,0.0
3948,senior dba,0,3,13,16,145.0,34.0,111.0,12.0,5.255860683188212,12958.843367075871,0,1.0236189779971668E-4,0.0
3949,oracle database administrator,0,7,11,18,213.0,97.0,116.0,11.0,5.363027461486939,3302.275939765547,0,1.3225318702551198E-4,0.0
3950,oracle consultant,0,5,13,18,208.0,61.0,147.0,11.0,5.503014065639651,2906.6125298026,0,1.1482360941683048E-4,0.0
3951,lead oracle dba,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3952,director of information services,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3953,senior qa,0,1,9,10,128.0,42.0,86.0,11.0,5.465505693235097,153.6698013587958,10,8.953221452196734E-5,0.0
3954,q,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3955,ndt inspector,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3956,welding inspector,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3957,quality inspector ii,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3958,principal staff software engineer,883,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3959,staff programmer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3960,project,0,0,15,15,547.0,0.0,547.0,11.0,4.39821029082774,0.0,5,4.3591979192571516E-4,0.0
3961,release engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3962,export btr,884,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3963,java engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3964,senior java engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3965,weblogic admin,885,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3966,technology specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3967,senior android developer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3968,sap abap technical consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3969,db database administrator consultant,886,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3970,hadoop consultant,887,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3971,server administrator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3972,etl developer java developer,888,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3973,hadoop devoloper,889,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3974,seniorjee developer,890,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3975,flex consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3976,flex architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3977,sharepoint specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3978,crm analyst,891,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3979,distribution center business analyst,892,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3980,junior java jee developer,893,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3981,guest service associate,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3982,senior salesforce consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3983,cto front door,894,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3984,salesforce lead,895,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3985,western regional sales manager,0,0,15,15,133.0,0.0,133.0,12.0,5.561790247160989,0.0,14,7.473841833415897E-5,0.0
3986,acting national sales director,896,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3987,salesforce admin,897,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3988,siebel consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3989,siebel interface designer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3990,senior siebel developer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3991,pmo analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3992,siebel integrator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3993,pmo support analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3994,slovak rep,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3995,associate software engineer,0,4,14,18,243.0,30.0,213.0,11.0,5.097789685197589,988.3451847776743,0,1.0125030698281316E-4,0.0
3996,sfdc senior developer,898,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3997,senior sfdc developer,899,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3998,sfdc and vbnet developer,900,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3999,development associate,0,1,13,14,114.0,10.0,104.0,12.0,5.263228399196249,2050.8806192200454,6,8.04931182543676E-5,0.0
4000,database,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4001,systems,0,2,14,16,164.0,13.0,151.0,12.0,5.21768251841929,4234.452764648861,11,8.552337857218231E-5,0.0
4002,sap solution manager consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4003,senior budget analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4004,senior cost accountant,0,2,10,12,232.0,66.0,166.0,12.0,5.154105736782902,5.389788237751418,6,4.684000667414122E-4,0.0019500421785224565
4005,cost analyst,0,2,15,17,249.0,33.0,216.0,11.0,5.347622237106497,1807.719395382338,15,1.0132424210884165E-4,0.0
4006,cost accounting manager,0,4,13,17,268.0,80.0,188.0,12.0,5.738111185532485,1766.646184719631,15,1.147550128273487E-4,0.0
4007,general accountant,0,1,15,16,234.0,16.0,218.0,12.0,5.629604822505024,995.5694346465941,15,9.437289278069449E-5,0.0
4008,plant controller,0,3,13,16,335.0,39.0,296.0,12.0,4.9921259842519685,26.81547860388186,6,4.704010877176905E-4,0.0026745977537626425
4009,investment banking summer analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4010,investment banking associate,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4011,private equity associate,901,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4012,summer investment banking analyst,902,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4013,equity analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4014,senior portfolio manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4015,senior business,0,1,14,15,175.0,10.0,165.0,11.0,5.274614869390489,4956.562581584121,0,8.46524633979427E-5,0.0
4016,system implementation analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4017,dyncorp,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4018,verification and validation analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4019,senior programmer analyst consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4020,rolebusiness system analyst requirements analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4021,technical lead and senior software engineer,903,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4022,junior software engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4023,sovereign transportation consortiumsoftware engineer,904,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4024,help desk specialist,0,3,15,18,185.0,45.0,140.0,12.0,5.241125251172137,2241.5426503243807,11,1.1281428178284468E-4,0.0
4025,helpdesk technician,0,4,9,13,190.0,71.0,119.0,12.0,4.822272215973004,1217.3235524313743,0,5.194800646482313E-4,0.004482198654423382
4026,mobile therapist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4027,computer operator ii,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4028,lead console operator,905,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4029,general clerk,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4030,curriculum vitae,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4031,product facilities limitedfield engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4032,well test field operator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4033,production operator,0,2,14,16,175.0,19.0,156.0,11.0,5.146684527796383,239.49733063810868,8,8.858166544099029E-5,0.0
4034,console operator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4035,network operator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4036,communication analyst,906,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4037,senior tape librarian,907,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4038,ministerial intern,908,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4039,tape services controller,909,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4040,embedded software engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4041,computer operations manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4042,data center manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4043,computer operator iii,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4044,business owner,0,0,15,15,389.0,0.0,389.0,10.0,4.512359550561798,0.0,8,4.3591979192571516E-4,0.0
4045,senior operations analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4046,systems operator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4047,database programmer,0,1,8,9,72.0,6.0,66.0,12.0,5.457468184862693,73.17746075885016,0,8.091337580131944E-5,0.0
4048,senior technical support analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4049,desktop support analyst,0,6,11,17,498.0,221.0,277.0,12.0,4.804274465691789,108.12428449697376,0,6.387845474046587E-4,0.007724571424674609
4050,it contractor,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4051,fd assistant,910,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4052,communications technician,0,0,12,12,82.0,0.0,82.0,12.0,4.934404283801874,0.0,11,7.473841833415897E-5,0.0
4053,systems specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4054,computer scientist,0,0,11,11,110.0,0.0,110.0,11.0,5.307898259705489,0.0,0,7.473841833415897E-5,0.0
4055,project manager team leader,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4056,senior computer programmer consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4057,customer service specialist,0,0,15,15,579.0,0.0,579.0,11.0,4.898876404494382,0.0,2,4.3591979192571516E-4,0.0
4058,training and seminars,911,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4059,senior programmer consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4060,service desk analyst,0,3,14,17,203.0,47.0,156.0,12.0,5.391158740790355,20271.519934418677,11,1.2128349112713341E-4,0.0
4061,migration technician,0,3,11,14,159.0,36.0,123.0,12.0,5.430676490288011,6047.640490997137,11,1.0105611656776473E-4,0.0
4062,pc refresh,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4063,deployment,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4064,telecommunications analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4065,pc field service technician,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4066,microcontroller applications engineering lab pc technician,912,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4067,pc support specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4068,apple mac technician,913,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4069,pc and printer break fix technician,914,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4070,pc and printer technician,915,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4071,pc pos and printer technician,916,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4072,desktop,0,2,13,15,241.0,71.0,170.0,12.0,5.308774279973209,1849.0614213980593,11,1.0166708871512674E-4,0.0
4073,assistant supervisor,0,0,15,15,214.0,0.0,214.0,10.0,4.298876404494382,0.0,8,4.3591979192571516E-4,0.0
4074,coldfusion developer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4075,tivoli certified consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4076,accounting analyst,0,2,14,16,319.0,19.0,300.0,12.0,5.669122572002679,89.71478713411295,15,9.798622055738428E-5,0.0
4077,accounting intern,0,2,13,15,483.0,52.0,431.0,12.0,4.796400449943757,2209.444630432455,6,4.7759196564372804E-4,0.0018656896128283142
4078,property accountant,0,1,11,12,268.0,21.0,247.0,12.0,5.065241844769404,0.0,6,4.484956428792793E-4,9.38471725410213E-4
4079,senior tax accountant,0,2,7,9,266.0,97.0,169.0,12.0,5.043869516310461,56.91173866845655,6,5.392649730584881E-4,0.0018449253424781145
4080,tax manager,0,2,8,10,223.0,51.0,172.0,12.0,5.2328458942632174,2.901070157277251,6,4.99972029806614E-4,0.0018449253424781145
4081,senior tax analyst,0,4,11,15,187.0,65.0,122.0,12.0,5.440053583389149,3607.830530194753,15,1.1828941773921046E-4,0.0
4082,tax preparer,0,2,15,17,551.0,38.0,513.0,11.0,4.827896512935883,138.133542170794,6,4.594321330566463E-4,0.0018466264631550326
4083,tax analyst,0,4,13,17,174.0,44.0,130.0,12.0,5.484259879437374,1257.7225478664393,15,1.1356099288270942E-4,0.0
4084,audit supervisor,0,3,15,18,204.0,46.0,158.0,12.0,5.596784996651039,41.26328290721712,15,1.001222730090222E-4,0.0
4085,audit senior,0,4,10,14,132.0,46.0,86.0,12.0,5.709310113864702,982.7535495759553,15,1.021642525673269E-4,0.0
4086,senior audit manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4087,chief accountant,0,2,15,17,292.0,35.0,257.0,12.0,5.077615298087739,539.9909510005143,6,4.6220648142386215E-4,0.0015163404047068693
4088,assistant financial controller,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4089,senior software analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
